1;58;13;141
1;126;115;72
1;53;45;217
1;17;16;48
1;112;120;14
1;102;215;113
1;230;143;4
1;82;217;175
1;143;80;111
1;173;53;48
1;195;50;184
1;177;136;23
1;236;64;194
1;41;151;186
1;99;36;24
1;117;149;297
1;120;52;451
1;143;233;443
1;84;190;438
1;108;137;293
1;88;126;340
1;237;195;395
1;113;167;285
1;118;17;418
1;206;138;290
1;109;162;365
1;256;203;491
1;74;136;328
1;127;135;476
1;205;186;369
1;71;253;606
1;25;57;669
1;82;217;578
1;198;196;992
1;129;6;630
1;137;175;627
1;151;223;674
1;233;2;782
1;257;92;621
1;153;102;669
1;192;83;513
1;166;251;532
1;58;186;827
1;123;30;759
1;41;44;1010
1;36;65;1287
1;244;85;1567
1;217;109;1436
1;160;205;1789
1;225;232;1272
1;127;116;1156
1;174;11;1496
1;113;4;1170
1;31;118;1163
1;17;170;1170
1;122;143;2019
1;110;68;1993
1;125;243;1858
1;98;49;1223
1;221;182;1892
1;211;240;2270
1;51;32;3698
1;174;56;3067
1;99;98;3886
1;72;217;2800
1;143;237;3072
1;39;227;2450
1;26;8;2431
1;122;86;3713
1;249;247;2924
1;206;31;2723
1;195;2;3648
1;136;233;3217
1;217;250;2683
1;98;152;2940
1;30;32;6666
1;30;26;8002
1;81;30;4753
1;96;36;4653
1;121;207;5079
1;127;21;4768
1;215;162;6233
1;105;161;6052
1;136;203;5169
1;154;235;6687
1;38;5;7851
1;52;38;5843
1;136;68;6956
1;36;126;7124
1;146;81;7686
1;155;5;13098
1;54;69;12526
1;60;55;10739
1;140;145;11643
1;176;105;12518
1;251;129;9025
1;48;217;12726
1;23;2;13657
1;67;135;10840
1;227;219;8351
1;58;39;10635
1;19;190;10619
1;221;66;8878
1;158;187;8846
1;184;108;12281
1;53;182;29701
1;80;122;21709
1;91;212;17197
1;92;171;29876
1;128;137;21601
1;56;196;17653
1;241;114;22924
1;236;180;26385
1;117;115;17160
1;99;205;27141
1;143;36;25531
1;180;205;27236
1;15;60;24944
1;92;136;17638
1;56;223;27712
1;161;224;40347
1;198;98;49462
1;23;224;32879
1;101;187;61034
1;36;170;53341
1;64;154;53038
1;210;168;59140
1;152;66;45341
1;216;195;44174
1;155;208;32795
1;156;147;46543
1;221;165;63242
1;227;227;46774
1;243;87;38326
1;146;172;38889
1;121;415;116
1;102;332;13
1;24;382;244
1;38;490;213
1;100;453;254
1;205;381;76
1;3;311;218
1;113;347;238
1;26;384;63
1;234;325;238
1;163;483;219
1;229;338;244
1;231;389;127
1;142;505;123
1;141;482;40
1;147;377;396
1;172;420;298
1;71;334;375
1;197;335;366
1;33;469;465
1;170;495;469
1;32;362;472
1;200;267;451
1;245;260;437
1;153;456;471
1;113;506;369
1;140;480;505
1;15;456;429
1;208;341;496
1;66;270;458
1;14;299;951
1;70;493;699
1;26;390;901
1;168;365;978
1;168;429;901
1;143;472;771
1;42;497;532
1;27;436;742
1;36;277;544
1;127;359;533
1;79;379;642
1;243;315;736
1;239;388;890
1;86;315;680
1;160;312;539
1;160;449;1837
1;102;295;1522
1;53;411;1272
1;22;434;1902
1;190;292;1723
1;7;472;2028
1;55;478;1766
1;236;335;1916
1;91;395;2015
1;239;480;1574
1;166;382;1202
1;143;487;1524
1;238;451;1713
1;15;510;1690
1;94;506;1459
1;182;389;3443
1;144;398;2090
1;98;300;3037
1;209;507;3033
1;244;508;3884
1;9;304;3254
1;114;464;3045
1;157;445;3987
1;177;474;3403
1;181;489;3158
1;157;385;2993
1;62;355;3341
1;62;351;2833
1;111;504;3181
1;145;308;2844
1;152;373;7053
1;92;411;4212
1;65;397;4469
1;28;406;5131
1;252;309;4197
1;146;497;8018
1;226;431;5607
1;27;386;8010
1;59;290;7379
1;252;294;4536
1;78;333;6586
1;44;384;5067
1;214;372;7213
1;231;483;6532
1;220;413;4590
1;51;363;11650
1;136;298;10766
1;123;345;9422
1;81;258;14886
1;231;497;12964
1;17;375;12913
1;145;489;9359
1;120;392;11434
1;218;315;11876
1;77;393;10523
1;37;287;10911
1;158;404;15388
1;64;496;13175
1;207;396;16283
1;225;298;8846
1;222;422;24589
1;14;303;23886
1;11;394;17703
1;90;497;30875
1;143;349;30668
1;252;303;31786
1;179;466;27306
1;165;310;21654
1;169;467;32620
1;148;462;17587
1;233;302;26691
1;130;422;20183
1;207;257;31523
1;212;284;22531
1;186;512;30869
1;27;361;50270
1;68;404;61481
1;249;319;34660
1;123;338;53134
1;8;465;38877
1;116;315;63010
1;61;335;65430
1;150;396;59998
1;248;498;48742
1;234;331;57907
1;98;326;37344
1;142;469;55043
1;137;258;51305
1;153;507;42507
1;229;504;55387
1;171;899;234
1;165;706;123
1;197;752;211
1;23;838;243
1;196;908;78
1;254;550;65
1;170;615;226
1;52;980;8
1;74;932;80
1;39;993;136
1;174;920;42
1;169;902;163
1;250;549;36
1;121;807;117
1;47;957;51
1;52;967;342
1;154;542;280
1;167;570;407
1;184;896;477
1;75;763;467
1;93;687;346
1;41;904;380
1;255;659;375
1;237;773;492
1;131;522;495
1;148;674;294
1;227;866;410
1;218;769;490
1;155;716;453
1;248;622;378
1;196;880;815
1;152;535;918
1;141;521;563
1;255;806;748
1;181;737;707
1;129;653;612
1;21;829;964
1;18;886;647
1;47;815;847
1;213;692;718
1;68;887;792
1;85;776;1006
1;152;859;630
1;240;590;657
1;116;919;887
1;47;917;1053
1;136;639;1956
1;189;781;1805
1;191;623;1503
1;242;538;1696
1;114;577;1975
1;155;931;1263
1;72;559;1101
1;156;1017;1262
1;50;753;1302
1;199;977;1784
