60;272
144;384
116;328
56;304
220;276
16;304
112;376
260;272
104;472
116;488
144;260
84;476
176;400
80;368
176;312
48;452
52;440
180;392
24;492
64;452
44;408
188;356
36;280
120;408
44;376
52;452
144;492
188;340
192;440
108;396
40;344
128;340
240;452
140;372
168;288
120;276
164;464
140;292
112;420
112;512
204;492
76;392
72;384
136;476
208;444
116;328
256;304
28;316
80;340
220;292
200;904
240;772
8;632
140;864
60;816
224;676
236;516
136;1028
92;624
156;716
80;896
84;516
168;1016
12;628
188;828
124;572
124;596
44;1012
36;644
68;1000
88;784
220;732
104;832
208;896
228;976
64;768
116;580
176;536
120;740
4;588
32;748
36;548
172;588
124;800
252;732
68;1000
128;1000
212;708
52;612
224;876
220;936
240;568
52;576
208;860
56;768
100;708
232;656
220;700
144;988
128;592
228;1228
28;1056
48;1512
88;1860
252;2012
112;1848
32;1364
196;1032
200;1568
236;1612
220;2024
80;1416
152;1472
32;1152
164;1144
28;2004
260;1348
32;1192
96;1168
36;1508
208;1272
128;1108
44;1884
164;1560
108;1668
124;1568
204;1296
156;1964
164;1176
8;1964
52;1176
112;1568
68;1740
36;1528
192;1608
84;1924
156;1044
156;1240
72;1568
60;1244
80;1584
148;1456
176;1444
136;2028
132;1132
48;1892
144;1116
4;1708
68;1564
84;1932
220;2088
60;2360
80;2196
192;2656
224;2572
24;3312
188;2212
184;2912
128;2472
184;3716
80;3020
84;2776
212;2152
92;3412
212;3068
140;2704
56;3616
20;3976
116;2868
236;3484
160;2984
116;2148
100;3684
172;3192
36;3192
180;3688
172;2164
60;3120
92;3136
20;2496
224;3464
164;3836
60;3628
100;3092
24;3836
4;2856
188;3816
36;3404
164;2560
156;3316
212;3388
208;3260
68;2836
216;3604
92;3284
208;2052
156;3224
108;3812
168;3956
228;3860
368;500
344;300
404;428
304;380
416;372
360;332
272;280
384;500
296;492
472;356
456;512
464;384
332;260
312;476
372;348
496;284
384;320
492;328
496;420
484;516
476;488
340;500
488;392
384;400
508;380
400;484
296;404
380;396
428;420
300;328
336;376
456;336
368;292
472;468
428;496
472;288
364;472
456;268
452;504
260;440
412;456
472;372
508;372
396;480
508;272
456;432
464;344
496;324
272;460
272;300
476;652
496;700
284;780
452;848
368;980
424;860
452;800
472;772
300;996
268;568
436;744
292;556
272;768
360;536
336;760
324;1000
316;736
496;776
448;684
316;680
416;624
272;832
452;920
360;592
384;620
412;636
280;868
476;892
292;864
264;944
508;624
480;884
492;672
480;696
396;1008
496;960
396;844
384;604
400;976
384;988
452;860
272;1020
424;700
508;732
440;780
432;800
400;524
356;600
380;932
508;760
500;2032
488;1060
304;1628
372;1856
384;1652
448;1996
436;1896
428;1748
492;1580
416;1540
376;1272
356;1672
320;1404
356;1468
504;1592
404;1232
356;1632
376;1764
348;1644
264;1284
400;1120
284;1624
324;2032
312;1052
404;1988
504;1928
432;1404
284;1544
504;1260
292;1848
508;1176
284;1336
336;1648
300;1536
320;1880
372;1804
488;1932
412;1904
416;1148
308;1452
368;1568
300;1348
380;1380
296;1348
260;1864
488;1988
408;1092
376;1616
404;1956
296;1504
392;2860
476;2520
372;2660
396;2632
296;2296
344;3308
404;3848
320;3968
412;3700
396;4100
512;3844
300;2212
480;3372
388;2156
304;2988
268;3152
280;2768
500;3860
400;2792
480;4064
304;3976
436;3724
428;3364
312;2708
428;3736
512;3232
464;2200
492;2412
420;3084
424;2524
464;2056
496;3744
284;2820
444;4092
484;2260
364;3144
324;3228
484;4036
320;2168
380;2700
416;2108
468;2432
372;2516
496;2532
336;4092
408;3168
472;4028
500;3048
492;2644
456;2832
652;292
796;472
864;516
788;260
804;412
1016;336
972;504
868;428
900;492
844;356
760;456
752;468
560;420
1000;452
908;336
1020;276
644;516
852;308
964;308
980;264
660;468
672;296
996;392
860;460
596;428
904;420
1012;276
584;380
808;376
608;480
616;308
968;344
820;272
560;424
572;408
880;448
956;332
764;468
700;344
692;300
904;380
1024;332
752;496
776;492
776;264
992;404
676;296
968;436
820;476
772;492
824;716
908;1008
624;756
904;880
816;816
536;920
796;524
564;1024
808;748
876;740
708;772
656;612
556;832
964;548
888;648
608;816
848;940
692;720
648;888
1028;792
684;776
1008;816
860;632
992;592
660;744
920;888
608;920
528;784
640;980
892;784
904;896
624;752
996;540
848;740
580;988
824;932
632;656
560;552
824;1020
632;612
756;652
912;980
892;944
672;940
616;1016
932;800
548;892
736;968
968;756
884;616
892;1760
576;1840
796;1416
640;1956
608;1460
536;1128
856;1524
644;1448
584;1452
736;1504
852;1328
516;1592
664;1292
772;1384
628;1080
648;1056
880;1512
844;1060
692;1568
568;1284
944;1260
580;2000
972;1768
624;1952
1028;1480
560;1644
984;1088
576;2008
924;1900
624;2032
968;1176
596;1684
664;1160
644;1588
848;1808
816;1956
956;1228
632;1468
956;1952
748;1872
860;1956
924;1876
612;1668
952;1668
776;1792
672;1996
584;1212
600;1216
956;1224
896;1292
576;3400
640;3732
876;3784
568;3228
832;3492
620;2920
672;4024
744;2492
872;3556
632;3192
744;3808
540;3144
544;2788
792;3316
860;3488
520;2792
660;3692
584;2632
544;2424
736;3592
944;3908
864;2696
892;3328
848;2396
568;2688
676;2252
596;3164
968;3788
1012;3860
940;3168
736;2516
868;3812
628;3212
1012;3312
560;2952
920;2276
520;2888
824;2916
656;3096
812;3392
636;2080
1024;3812
692;2580
904;2992
1028;3500
588;3676
556;3836
532;3932
592;3332
952;3708
1880;408
1260;464
1068;424
1376;492
1768;304
1920;312
1524;480
1848;300
1836;416
1720;372
1708;344
1184;316
1424;436
1744;332
1508;312
1324;388
1432;348
1340;296
1388;512
1976;488
1688;420
1336;484
1164;500
1932;412
1588;288
1748;516
1176;416
1972;488
1104;288
1780;404
1184;304
1812;496
1112;488
1412;424
2000;516
1336;288
1948;312
1728;300
1380;280
1532;484
1924;340
1772;448
1604;456
1864;432
1132;428
1160;428
1220;456
1608;388
1332;428
1192;332
1744;832
1828;648
1200;832
1796;852
1288;608
1892;884
1064;884
1660;700
1464;864
2020;712
1488;656
1344;592
1632;616
1104;860
1296;900
1340;680
1396;684
1924;560
1868;888
1512;968
1608;972
1504;760
1660;996
1424;892
1928;988
1604;904
1884;680
1436;656
1540;568
2012;896
1236;640
1608;600
1356;792
1948;664
1920;608
1480;976
1740;540
1876;568
1836;1028
1792;756
1816;596
1792;744
1084;840
1228;856
1324;656
1104;808
1992;656
1988;972
1036;596
1064;776
1468;1332
1892;1252
1616;1512
1644;1276
1124;1516
1884;1964
1156;1252
2048;1060
1520;1320
1624;1904
1028;1748
1520;1880
1408;1200
1764;1164
1068;1824
1988;1116
1820;1792
1544;1060
1756;1164
1732;1520
1240;1708
1300;1116
1748;1720
1384;1976
2008;1400
1304;1156
1964;1100
1628;1440
1116;1436
1112;1672
1660;1840
1996;1544
1100;1416
1612;1756
1124;1704
1584;1280
1780;1920
1844;1928
1816;1720
1408;2044
2044;1780
1572;1196
1896;1188
1908;1396
1628;1684
1236;1188
1696;1632
1652;1940
1900;1368
1936;1744
1940;2224
1748;3832
1588;2284
1180;3712
1772;2704
1088;2636
1924;2192
1284;2324
1508;3552
1768;3620
1092;2680
1948;3568
1788;3868
1184;2612
1776;3680
1668;3192
1536;2516
1080;2812
2048;3636
1268;3124
1560;3876
1464;3220
2032;2868
1276;2604
1176;3900
1380;3872
1204;3360
1736;2316
1620;3280
1348;2764
1768;2968
1276;2872
1312;3020
2036;2156
1764;3560
1984;2580
1204;2320
1660;3680
2008;3732
1864;2352
1284;3348
1176;3892
1980;3460
1288;2796
1292;3824
1140;2560
1340;3296
1364;2712
1688;2972
1736;3212
2372;388
2856;400
2564;412
2432;516
2740;336
2752;432
2220;272
2384;280
3136;364
3756;272
4088;408
3288;504
3052;464
3268;492
2348;288
2696;484
3752;504
3952;364
3444;332
3332;420
3464;464
2584;448
2484;420
