127;168
223;114
77;3
214;23
21;241
18;218
202;246
51;232
254;124
43;7
209;112
68;184
152;123
47;9
246;157
83;236
13;233
238;71
208;95
190;238
1;37
198;171
17;152
219;139
107;42
172;29
187;27
57;197
188;239
21;188
188;90
35;105
71;172
123;59
245;108
116;165
181;137
217;142
28;33
191;177
232;249
257;63
241;150
232;189
34;97
235;45
42;201
92;148
40;56
85;142
58;332
255;334
105;268
151;470
68;499
178;472
228;267
150;353
33;268
119;428
211;432
168;505
228;491
156;324
157;344
134;373
248;447
148;281
76;437
146;490
86;339
147;350
90;335
83;378
60;278
163;321
226;390
190;351
106;274
163;433
76;447
230;340
155;319
13;464
256;331
235;420
80;259
170;408
243;405
76;483
174;314
246;277
72;316
158;269
206;369
229;439
48;424
29;356
114;399
101;268
43;969
45;916
100;1015
163;570
185;920
76;950
190;908
191;525
146;866
180;828
229;602
111;967
213;966
148;680
218;937
72;601
74;725
156;999
172;580
193;603
4;932
140;937
90;986
71;717
96;903
149;1015
22;822
156;1018
238;742
14;515
79;781
154;996
64;807
214;696
252;763
15;635
142;1017
35;883
247;959
133;1000
62;895
9;778
84;572
75;840
237;651
183;680
28;792
185;942
183;562
149;811
40;1421
94;1218
86;1685
162;1641
139;1767
50;1745
74;1051
71;1601
191;2018
211;1721
84;1234
112;1341
114;1410
59;1879
236;1181
60;1293
9;2007
179;1663
186;1309
227;1725
89;1648
15;1267
114;1288
73;1489
158;1281
108;1291
41;1895
58;1184
10;2016
221;1112
101;1245
17;1146
241;1268
130;1113
34;1642
6;1222
64;1445
103;1403
180;1084
47;1323
143;1737
181;1353
257;1520
35;1227
8;1469
99;1602
88;1033
51;1463
244;1775
95;1925
55;2789
182;3603
218;2926
117;3718
58;3336
64;3957
57;2605
254;3528
148;2215
43;3392
253;2522
198;3210
234;3326
228;2974
209;3239
220;2822
36;3997
189;2783
7;4062
54;3672
225;2397
62;2636
203;3689
53;2740
34;3538
102;3436
103;3704
63;3002
218;4093
143;3167
205;3507
244;3705
249;3191
76;3911
56;2549
129;4053
255;2994
69;2170
51;2265
35;4089
14;2782
196;3388
79;3289
50;2362
253;3957
104;3251
255;4057
134;3456
10;2178
221;2536
453;231
418;193
483;236
275;17
347;156
341;252
477;69
416;200
506;57
508;241
500;81
285;201
391;254
450;181
402;165
288;15
280;66
444;179
270;175
451;50
476;177
439;211
436;29
382;127
377;160
300;34
413;59
429;87
267;167
276;236
473;216
393;11
497;12
419;194
456;166
307;251
308;106
429;255
430;86
410;187
480;104
511;39
366;148
392;25
409;206
372;48
305;173
396;35
500;219
364;178
296;411
410;478
417;359
469;462
385;489
349;266
352;512
366;496
394;479
287;359
443;493
332;380
334;410
479;467
420;289
361;468
393;403
339;388
377;464
379;315
333;355
271;382
415;494
505;480
473;275
360;338
396;326
271;389
399;347
278;505
267;285
299;417
409;289
465;443
303;460
328;377
314;513
318;385
511;303
378;319
417;425
456;377
473;368
330;311
346;366
397;482
466;387
285;508
448;314
419;473
500;765
399;661
442;999
445;828
267;548
284;758
386;906
415;884
319;755
483;910
261;915
387;821
303;754
409;728
339;962
419;929
274;793
298;1016
498;935
427;945
308;677
390;580
437;943
424;977
271;566
351;967
326;516
462;717
413;834
299;626
337;768
323;933
420;975
501;649
390;690
424;801
358;599
469;889
350;915
450;742
267;536
374;604
493;716
391;685
282;923
476;779
333;604
445;687
317;527
479;977
510;1267
371;1441
354;1570
404;2037
452;1291
477;1448
367;1604
353;1881
349;1861
331;1083
405;1561
377;1948
384;1782
491;1200
262;1985
325;1687
460;1459
453;1891
388;1174
305;1145
283;1706
377;1989
438;1118
259;1544
452;1644
459;1784
324;1109
348;1558
343;2034
430;1983
324;1208
419;1911
329;1558
316;1666
279;1286
512;1600
441;1905
401;1564
392;1666
480;1362
418;2031
334;1926
284;1411
333;1136
374;1400
275;1988
390;1359
496;1918
316;2038
277;1929
439;4036
491;4068
314;2655
320;3480
304;2883
402;2788
343;3166
365;2065
349;3754
296;3057
512;2435
425;2155
402;2548
458;3579
311;3374
335;2167
298;3934
502;3908
394;2072
425;2228
488;3379
323;2914
281;3207
422;2276
293;3611
304;3682
387;2778
379;3682
302;2133
363;2716
455;3697
402;2680
318;3271
508;3819
415;2586
440;2442
445;2867
507;3873
455;4000
394;3781
303;3779
445;2812
479;3793
304;2214
431;3947
371;2684
510;2392
405;3966
480;2373
501;3279
665;66
820;128
950;152
561;40
559;56
948;212
609;238
772;182
773;42
529;59
986;92
699;202
559;43
939;153
834;233
973;136
862;96
729;95
593;133
621;223
531;3
917;60
526;88
1001;236
927;250
823;185
917;155
602;65
651;8
708;58
529;97
540;108
1005;75
760;224
708;45
821;238
664;243
945;12
632;86
669;228
1009;242
533;231
761;104
814;201
565;171
521;53
955;213
1020;149
550;250
922;249
1012;375
575;266
945;418
578;394
940;499
632;510
868;486
959;267
678;404
709;497
865;481
750;369
860;496
647;407
912;470
881;498
678;363
802;301
1007;323
690;359
673;508
616;469
1018;412
753;364
561;266
880;390
878;338
691;273
578;429
953;315
745;318
742;506
777;431
876;280
786;334
619;282
961;491
626;311
617;278
620;342
633;362
883;337
812;483
1023;307
670;443
855;327
638;360
962;469
519;382
998;431
806;688
600;785
894;937
882;764
668;944
746;654
952;936
932;982
883;543
966;662
523;584
599;859
835;924
681;957
575;915
550;667
572;815
942;924
824;834
865;521
799;663
926;969
723;965
866;927
715;821
599;550
855;912
642;803
731;608
832;861
676;536
541;777
760;824
945;626
574;894
778;875
639;561
640;972
818;518
977;860
754;752
871;819
804;656
899;766
620;848
710;882
978;613
663;948
934;596
607;576
948;1291
1000;1464
969;1184
891;1849
917;1565
1023;1892
963;2027
939;1358
660;1285
1009;1962
645;1266
730;1957
997;1091
673;1781
634;1861
625;1272
891;1618
554;1338
633;1785
825;1791
823;1627
1010;1082
659;1316
944;1124
825;1605
733;1399
1013;1029
638;1739
582;1116
940;2010
830;1951
858;1797
999;1296
654;1968
973;1944
665;1691
604;1863
909;1501
917;1719
559;1932
797;1206
682;1075
829;1278
600;1419
567;1412
1000;1063
636;1393
532;1588
723;1527
967;1198
841;3694
559;4062
536;3441
960;2788
937;2147
837;3613
776;2421
630;2455
685;3217
660;2797
774;2416
670;3305
930;2742
573;3381
698;2160
572;3269
912;2453
840;2632
935;3376
777;3587
636;2261
720;3030
755;4068
907;2520
788;2297
838;3952
929;2317
1008;2167
930;3006
532;3151
616;3057
641;3296
929;3875
598;2882
658;3578
685;3053
946;3899
555;2053
988;3233
684;2051
574;4024
792;3076
902;3488
730;3201
559;2710
584;3280
604;3668
638;2621
799;3818
728;3352
1726;134
1952;140
1528;165
1724;108
1966;169
1057;69
1029;244
1033;5
1380;212
2026;202
1191;40
1088;228
1277;181
1795;184
1817;91
1042;64
1972;190
1420;228
1044;114
1065;144
1757;99
1209;156
1477;120
2036;186
1100;144
2034;108
1039;101
1836;57
1593;257
2036;88
1421;90
1158;66
1158;66
1556;117
1586;99
1072;130
1954;2
1899;27
1686;222
1858;141
1274;239
2039;186
1114;115
1121;143
1885;230
1672;3
1827;100
1710;42
1076;116
1892;39
1536;357
1361;425
1661;289
1223;271
2007;478
1074;428
1537;383
1245;499
1513;431
1136;427
1509;294
1923;305
1939;320
1200;288
1093;450
1666;290
1286;288
1930;285
1642;478
1159;309
1139;283
1628;452
1847;306
1866;376
1046;489
1811;494
1901;308
1720;270
1954;425
1419;312
1235;263
1163;356
1283;388
1752;472
2010;484
1405;381
1306;279
1148;322
1663;480
1757;416
1323;332
1986;415
1727;406
1780;261
1321;286
1511;284
1889;433
1425;359
1437;292
1724;353
1999;991
1703;856
1638;941
1698;679
1239;978
1111;1020
1474;516
1481;748
1980;731
1514;1005
1703;897
1445;922
1402;519
1768;523
1176;879
1086;630
1316;810
1926;712
1762;557
1085;716
1430;803
1381;737
1561;691
1720;764
1390;713
1069;693
1561;616
1067;653
1801;626
1718;728
1649;980
1516;891
1787;688
1913;579
1267;660
1292;707
1417;900
1791;838
1904;763
1119;706
1627;665
1696;766
1134;799
1283;1013
1453;596
1988;579
1367;910
1791;1023
1975;696
1684;895
2014;2038
1995;1574
1846;1099
1449;1474
1440;1950
1505;1835
1472;1651
1895;1797
1346;1791
1546;1198
1300;1197
1629;1935
1745;1496
1109;1977
1713;1897
1948;1982
1910;1862
1777;2043
1674;1584
1808;1075
1392;1929
1503;1568
1180;1760
1193;1628
1185;1591
1491;1226
1267;1171
1762;1103
1435;1708
1427;1699
1537;1644
1587;1415
1307;1559
1042;1638
1602;1734
1852;1855
1049;1991
1330;1839
1491;1489
1454;1996
1503;1984
1969;1722
1200;1666
1409;1903
1880;1454
1923;1946
1086;1792
1309;1287
1650;1044
2048;1751
1720;2972
1883;3792
1851;3276
1692;2144
1090;2618
1339;3401
1825;3610
1443;3649
1155;3631
1410;3993
1247;3395
1949;3296
1215;2751
1238;2776
1090;4050
1079;2813
1432;2333
1815;3211
1446;3003
1621;2335
1956;2284
1779;2094
1376;3387
1866;3650
1346;2502
1289;3762
2004;2330
1821;2894
1291;2891
1659;3819
1997;2699
1660;2880
1964;3177
1438;2079
1317;3874
1156;3684
1530;3396
2030;3933
1972;2209
1211;3228
1959;3469
1634;3650
1383;3749
1535;2784
1909;3924
1812;2800
1220;3660
1114;3030
1348;3170
1622;2322
2938;253
3733;63
3559;40
2479;167
3728;231
2724;130
2898;23
3942;14
2348;237
3610;176
3684;100
3673;20
2092;129
2518;70
3388;238
4034;237
2328;43
3041;225
2623;242
3192;83
2747;10
2460;91
3253;64
3649;87
2366;6
3168;79
3853;184
2777;111
2190;111
3859;25
2470;200
3311;228
2263;3
2248;194
2875;128
3583;123
2868;47
2114;216
2163;8
3429;99
2307;113
2444;86
2733;23
3751;56
3388;166
2825;107
3667;220
2543;119
2924;55
3509;166
2760;264
3696;418
2098;456
2920;491
2950;290
3189;445
2228;291
2944;467
3284;512
2466;344
3080;305
3377;455
2593;427
2767;419
4023;291
3421;266
3887;452
3001;263
3001;267
2557;415
3017;476
3046;297
2294;327
3583;512
3263;360
2670;449
2886;276
3024;484
3395;325
3188;419
2211;469
3230;269
2987;426
3452;381
2892;284
3066;370
3611;421
2800;483
2073;290
4062;292
2837;283
2628;361
2563;303
2760;361
3016;297
3794;496
3324;341
2858;382
3785;347
3068;412
3217;972
2873;791
4019;594
3521;920
3596;684
3977;964
3780;956
2687;1006
2130;903
3799;598
3278;669
2768;776
3607;987
3301;977
3209;897
4018;586
3413;652
3971;713
2682;707
2066;526
3581;1016
3706;938
3665;895
3622;1014
3309;585
3723;552
2558;907
2714;711
3836;774
3476;1013
3557;572
3627;947
3059;761
4005;548
3529;541
2654;780
3914;663
3090;766
2710;525
2527;607
3623;920
2378;706
3781;682
3797;771
3286;1025
3616;828
3734;604
2496;865
2633;788
2907;920
3310;1038
2738;2032
2055;1223
2335;1880
3756;1615
3814;1374
2771;1792
2812;1300
2860;2021
2794;1250
3894;1460
2809;1436
2290;1399
2834;1556
3723;1927
2496;1365
2375;1625
2400;1798
2559;1591
2312;1725
2170;1505
4006;2018
2461;1044
2299;1569
2078;1110
2445;1457
2078;1794
3137;2020
3987;1715
3808;1714
3567;1727
3340;1515
3528;1841
3599;1142
3507;1701
2459;1031
3920;1847
2617;1077
2552;1597
3067;1779
3900;1998
3741;1409
2061;1684
2117;1762
2236;1691
3868;1503
4033;1844
2382;1738
3801;2000
2460;1813
3252;2848
2635;2179
2572;4088
2405;3283
3961;2737
3876;2522
4023;3035
3045;2915
2747;2415
2481;3830
2168;2705
3386;3619
3197;2951
3104;3999
2553;2605
4064;2419
3412;2965
2313;3454
3593;3612
3838;3004
2964;3110
2522;3240
2408;2505
2414;3442
2819;2524
3555;2570
3332;3606
2055;3322
2302;2826
3638;3784
3358;3544
2566;2958
2485;3668
2086;3935
3343;2641
3264;2945
4096;3915
2652;3209
2646;2189
3360;3314
2554;3169
4008;2932
4076;3242
3591;2289
3413;2674
2911;2970
2264;2782
4045;3653
3274;2701
2137;3655
6861;217
7975;179
7303;201
4685;145
6410;100
7322;50
5169;166
4540;156
7845;84
5223;227
8049;150
5283;108
5883;101
4171;186
4932;76
7181;219
5475;29
4883;183
7978;92
4526;61
6869;223
5314;207
6104;18
5070;124
7346;251
6576;89
7172;46
7895;196
6351;228
7106;6
5080;60
4773;63
8104;116
4285;246
6339;49
5580;197
8063;223
6541;65
4911;167
4617;95
7417;11
7322;251
4620;64
5796;61
5577;93
4140;229
6671;63
4417;66
5786;83
4816;132
4383;300
5118;409
7075;344
7562;257
6131;410
4475;407
7741;328
8114;417
6981;364
4908;279
6039;275
5637;329
6552;367
5196;367
7038;399
5149;473
4706;387
6232;452
5434;461
7833;299
6179;474
5270;361
4675;394
5675;447
5440;471
5354;418
7649;451
4309;383
4732;395
5117;313
7429;290
6795;302
7069;427
6335;331
5946;397
4177;307
7186;370
7198;310
5108;346
6608;507
4879;435
6407;395
4908;281
5495;419
7288;349
6924;463
8003;322
6219;261
5370;321
5265;450
6287;567
7129;768
7523;981
5596;962
6996;992
6446;795
7601;747
6597;602
6600;929
6658;605
4748;591
6063;608
5449;571
4789;805
8134;523
7570;652
8026;1022
5118;928
4210;707
4156;948
6923;763
4443;972
5477;743
5529;589
7103;649
6991;565
7559;1020
7202;687
7154;628
6865;768
5062;810
6547;1007
6501;784
5842;515
7321;735
6594;549
7890;1012
4568;877
4145;984
6788;818
6996;622
4139;871
5622;924
7001;522
4927;954
8127;715
4791;670
7461;639
8089;520
5371;769
5949;1988
7335;1791
6548;1771
7605;1398
6304;1247
7689;1924
5422;1311
6994;1913
4144;1760
5722;1251
5649;1608
4426;1298
7329;1887
6810;1089
5410;1432
8023;1569
5070;1887
8103;2039
5140;1690
7372;1821
5173;1249
4980;1068
5130;1343
6916;2049
4208;1509
4523;1725
7616;1041
7655;2008
6468;1602
8077;1194
7610;1532
5346;1407
6140;1600
5039;1564
6123;1903
5722;1995
4941;1396
5642;1329
5976;1271
5180;1846
4411;1585
5671;1324
7589;1061
5732;1211
4514;1803
7433;1652
5992;1479
6850;1897
8022;1150
7595;1130
6589;2499
6302;3538
6395;3486
7521;3060
6717;2243
5585;2216
4101;2262
6731;2917
6434;3982
6392;2461
7626;2806
6163;4061
7075;3418
6590;2505
4890;2104
5164;3405
7050;3529
7141;3024
6357;2909
7243;2406
4968;2583
5082;2217
5657;2839
7748;2453
4710;3453
6566;3991
5751;2678
4455;2572
5667;3761
6165;3471
7095;3885
5058;3835
4651;4026
7529;2138
5464;3171
5153;3235
4469;2298
5655;3677
8152;2356
5452;3842
7243;3647
7380;3161
5792;2802
4126;2704
5881;2085
7827;3109
6582;2951
6524;3148
5072;2749
5931;2235
12095;150
8833;76
12743;69
12623;27
12272;108
10096;1
13885;189
13510;43
12519;69
14883;151
13511;30
8363;183
11785;144
11088;132
8449;55
14451;132
11570;227
11807;167
12596;105
14672;80
15501;119
15302;189
10623;246
9728;254
11166;236
11224;91
11287;252
11148;145
8537;159
10862;91
14651;97
9330;74
9373;219
12211;233
14787;52
10442;7
9826;194
14484;11
9995;7
8909;68
12261;43
12578;74
8414;5
9935;174
9585;104
10474;246
15472;84
13229;170
16039;80
12187;29
12575;320
8540;279
9877;408
9873;469
10516;257
11868;269
11906;475
14507;332
13981;403
11893;453
10034;508
10971;313
11871;309
12810;439
9442;427
10132;441
9582;279
10668;348
15215;428
11164;474
10654;411
12895;435
9895;395
16372;445
12541;296
8228;333
10594;420
10614;456
15511;501
9295;314
15196;399
10563;303
13485;322
11172;454
