op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_sort_key,_repr_fn,meta,input_shapes,input_contiguous,contiguous,latency,fw_latency,bw_latency,acc_latency,output_shape,dtype,Name
placeholder,input_ids,{},(),{},"{size: None, size_1: None, bert_embeddings_word_embeddings: None, getattr_1: None}",<class 'torch.Tensor'>,,size,False,"(0,)",,{},[],[],True,0.0,0.0,0.0,0.0,"(2, 512)",torch.int64,input_ids
call_method,size,{input_ids: None},"(input_ids,)",{},"{getitem: None, getitem_1: None}",,input_ids,getitem,False,"(21,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 512]]",[True],True,0.005855999980121851,0.005855999980121851,0.0,0.0,"(1,)",,size
call_function,<built-in function getitem>,{size: None},"(size, 0)",{},"{expand: None, ones: None}",,size,getitem_1,False,"(22,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.00649600001052022,0.00649600001052022,0.0,0.0,"(1,)",,getitem
call_function,<built-in function getitem>,{size: None},"(size, 1)",{},"{getitem_2: None, expand: None, add_3: None}",,getitem,bert_embeddings_token_type_ids,False,"(23,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.00598399993032217,0.00598399993032217,0.0,0.0,"(1,)",,getitem_1
get_attr,bert.embeddings.token_type_ids,{},(),{},{getitem_2: None},,getitem_1,getitem_2,False,"(24,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(1, 512)",torch.int64,bert_embeddings_token_type_ids
call_function,<built-in function getitem>,"{bert_embeddings_token_type_ids: None, getitem_1: None}","(bert_embeddings_token_type_ids, (slice(None, None, None), slice(None, getitem_1, None)))",{},{expand: None},,bert_embeddings_token_type_ids,expand,False,"(25,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[1, 512], [1]]","[True, True]",True,0.008608200121670961,0.008608200121670961,0.0,0.0,"(1, 512)",torch.int64,getitem_2
call_method,expand,"{getitem_2: None, getitem: None, getitem_1: None}","(getitem_2, getitem, getitem_1)",{},{bert_embeddings_token_type_embeddings: None},,getitem_2,size_1,False,"(26,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[1, 512], [1], [1]]","[True, True, True]",False,0.006400000024586916,0.006400000024586916,0.0,0.0,"(2, 512)",torch.int64,expand
call_method,size,{input_ids: None},"(input_ids,)",{},{getitem_3: None},,expand,getitem_3,False,"(27,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[2, 512]]",[True],True,0.006367999967187643,0.006367999967187643,0.0,0.0,"(1,)",,size_1
call_function,<built-in function getitem>,{size_1: None},"(size_1, 1)",{},{add: None},,size_1,bert_embeddings_position_ids,False,"(28,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[[1]],[True],True,0.0057599999941885475,0.0057599999941885475,0.0,0.0,"(1,)",,getitem_3
get_attr,bert.embeddings.position_ids,{},(),{},{getitem_4: None},,getitem_3,add,False,"(29,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(1, 512)",torch.int64,bert_embeddings_position_ids
call_function,<built-in function add>,{getitem_3: None},"(getitem_3, 0)",{},{getitem_4: None},,bert_embeddings_position_ids,getitem_4,False,"(30,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[[1]],[True],True,0.006304000038653612,0.006304000038653612,0.0,0.0,"(1,)",,add
call_function,<built-in function getitem>,"{bert_embeddings_position_ids: None, add: None}","(bert_embeddings_position_ids, (slice(None, None, None), slice(0, add, None)))",{},{bert_embeddings_position_embeddings: None},,add,bert_embeddings_word_embeddings,False,"(31,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[1, 512], [1]]","[True, True]",True,0.00864000003784895,0.00864000003784895,0.0,0.0,"(1, 512)",torch.int64,getitem_4
