op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_sort_key,_repr_fn,meta,input_shapes,input_contiguous,contiguous,latency,fw_latency,bw_latency,acc_latency,output_shape,dtype,Name
placeholder,input_ids,{},(),{},"{size: None, size_1: None, bert_embeddings_word_embeddings: None, getattr_1: None}",<class 'torch.Tensor'>,,size,False,"(0,)",,{},[],[],True,0.0,0.0,0.0,0.0,"(8, 512)",torch.int64,input_ids
call_method,size,{input_ids: None},"(input_ids,)",{},"{getitem: None, getitem_1: None}",,input_ids,getitem,False,"(21,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[8, 512]]",[True],True,0.005599999986588955,0.005599999986588955,0.0,0.0,"(1,)",,size
call_function,<built-in function getitem>,{size: None},"(size, 0)",{},"{expand: None, ones: None}",,size,getitem_1,False,"(22,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.005695999972522259,0.005695999972522259,0.0,0.0,"(1,)",,getitem
call_function,<built-in function getitem>,{size: None},"(size, 1)",{},"{getitem_2: None, expand: None, add_3: None}",,getitem,bert_embeddings_token_type_ids,False,"(23,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.005631999950855971,0.005631999950855971,0.0,0.0,"(1,)",,getitem_1
get_attr,bert.embeddings.token_type_ids,{},(),{},{getitem_2: None},,getitem_1,getitem_2,False,"(24,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(1, 512)",torch.int64,bert_embeddings_token_type_ids
call_function,<built-in function getitem>,"{bert_embeddings_token_type_ids: None, getitem_1: None}","(bert_embeddings_token_type_ids, (slice(None, None, None), slice(None, getitem_1, None)))",{},{expand: None},,bert_embeddings_token_type_ids,expand,False,"(25,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[1, 512], [1]]","[True, True]",True,0.010943999886512757,0.010943999886512757,0.0,0.0,"(1, 512)",torch.int64,getitem_2
call_method,expand,"{getitem_2: None, getitem: None, getitem_1: None}","(getitem_2, getitem, getitem_1)",{},{bert_embeddings_token_type_embeddings: None},,getitem_2,size_1,False,"(26,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[1, 512], [1], [1]]","[True, True, True]",False,0.006527999974787235,0.006527999974787235,0.0,0.0,"(8, 512)",torch.int64,expand
call_method,size,{input_ids: None},"(input_ids,)",{},{getitem_3: None},,expand,getitem_3,False,"(27,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[8, 512]]",[True],True,0.005343999993056059,0.005343999993056059,0.0,0.0,"(1,)",,size_1
call_function,<built-in function getitem>,{size_1: None},"(size_1, 1)",{},{add: None},,size_1,bert_embeddings_position_ids,False,"(28,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[[1]],[True],True,0.00508800009265542,0.00508800009265542,0.0,0.0,"(1,)",,getitem_3
get_attr,bert.embeddings.position_ids,{},(),{},{getitem_4: None},,getitem_3,add,False,"(29,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(1, 512)",torch.int64,bert_embeddings_position_ids
call_function,<built-in function add>,{getitem_3: None},"(getitem_3, 0)",{},{getitem_4: None},,bert_embeddings_position_ids,getitem_4,False,"(30,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[[1]],[True],True,0.0048640001565217975,0.0048640001565217975,0.0,0.0,"(1,)",,add
call_function,<built-in function getitem>,"{bert_embeddings_position_ids: None, add: None}","(bert_embeddings_position_ids, (slice(None, None, None), slice(0, add, None)))",{},{bert_embeddings_position_embeddings: None},,add,bert_embeddings_word_embeddings,False,"(31,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[1, 512], [1]]","[True, True]",True,0.010175999999046326,0.010175999999046326,0.0,0.0,"(1, 512)",torch.int64,getitem_4
call_module,bert.embeddings.word_embeddings,{input_ids: None},"(input_ids,)",{},{add_1: None},,getitem_4,bert_embeddings_token_type_embeddings,False,"(32,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.word_embeddings': ('bert.embeddings.word_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)})}","[[8, 512]]",[True],True,0.7745627969503404,0.06265639960765838,0.4023374021053314,0.3095689952373505,"(8, 512, 1024)",torch.float32,bert_embeddings_word_embeddings
call_module,bert.embeddings.token_type_embeddings,{expand: None},"(expand,)",{},{add_1: None},,bert_embeddings_word_embeddings,add_1,False,"(33,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.token_type_embeddings': ('bert.embeddings.token_type_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)})}","[[8, 512]]",[False],True,0.3857293955981731,0.07759999781847,0.2919691979885101,0.016160199791193007,"(8, 512, 1024)",torch.float32,bert_embeddings_token_type_embeddings
call_function,<built-in function add>,"{bert_embeddings_word_embeddings: None, bert_embeddings_token_type_embeddings: None}","(bert_embeddings_word_embeddings, bert_embeddings_token_type_embeddings)",{},{add_2: None},,bert_embeddings_token_type_embeddings,bert_embeddings_position_embeddings,False,"(34,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[8, 512, 1024], [8, 512, 1024]]","[True, True]",True,0.057760799396783115,0.052096599340438844,0.005664200056344271,0.0,"(8, 512, 1024)",torch.float32,add_1
call_module,bert.embeddings.position_embeddings,{getitem_4: None},"(getitem_4,)",{},{add_2: None},,add_1,add_2,False,"(35,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.position_embeddings': ('bert.embeddings.position_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)})}","[[1, 512]]",[True],True,0.10972839966416359,0.03519999980926514,0.05622439980506897,0.01830400004982948,"(1, 512, 1024)",torch.float32,bert_embeddings_position_embeddings
